dist_mi_min,dist_mi_max,weight_lbs_min,weight_lbs_max,rate
1,20,1000,1099,1399
1,20,1100,1199,1473
1,20,1200,1299,1548
1,20,1300,1399,1621
1,20,1400,1499,1696
1,20,1500,1599,1769
1,20,1600,1699,1845
1,20,1700,1799,1918
1,20,1800,1899,1994
1,20,1900,1999,2068
1,20,2000,2099,2126
1,20,2100,2199,2168
1,20,2200,2299,2211
1,20,2300,2399,2254
1,20,2400,2499,2296
1,20,2500,2599,2337
1,20,2600,2699,2380
1,20,2700,2799,2423
1,20,2800,2899,2465
1,20,2900,2999,2508
1,20,3000,3099,2551
1,20,3100,3199,2591
1,20,3200,3299,2634
1,20,3300,3399,2677
1,20,3400,3499,2719
1,20,3500,3599,2761
1,20,3600,3699,2803
1,20,3700,3799,2845
1,20,3800,3899,2888
1,20,3900,3999,2931
1,20,4000,4199,2999
1,20,4200,4399,3094
1,20,4400,4599,3187
1,20,4600,4799,3282
1,20,4800,4999,3377
1,20,5000,5199,3470
1,20,5200,5399,3564
1,20,5400,5599,3660
1,20,5600,5799,3753
1,20,5800,5999,3848
1,20,6000,6199,3942
1,20,6200,6399,4035
1,20,6400,6599,4129
1,20,6600,6799,4224
1,20,6800,6999,4317
1,20,7000,7199,4414
1,20,7200,7399,4508
1,20,7400,7599,4601
1,20,7600,7799,4696
1,20,7800,7999,4790
1,20,8000,8199,4883
1,20,8200,8399,4977
1,20,8400,8599,5069
1,20,8600,8799,5162
1,20,8800,8999,5256
1,20,9000,9199,5349
1,20,9200,9399,5443
1,20,9400,9599,5535
1,20,9600,9799,5628
1,20,9800,9999,5721
1,20,10000,10199,5815
1,20,10200,10399,5907
1,20,10400,10599,6001
1,20,10600,10799,6094
1,20,10800,10999,6187
1,20,11000,11199,6281
1,20,11200,11399,6375
1,20,11400,11599,6468
1,20,11600,11799,6559
1,20,11800,11999,6654
1,20,12000,12499,6791
1,20,12500,12999,6973
1,20,13000,13499,7154
1,20,13500,13999,7336
1,20,14000,14499,7520
1,20,14500,14999,7703
1,20,15000,15499,7883
1,20,15500,15999,8067
1,20,16000,16499,8231
1,20,16500,16999,8394
